"cd_nom","rang","nom_complet"
608245,"SSES","Pyrgus alveus accretus (Verity, 1925)"
608252,"SSES","Papilio alexanor alexanor Esper, 1800"
608253,"SSES","Papilio alexanor destelensis Nel & Chauliac, 1983"
608254,"ES","Papilio hospiton Gené, 1839"
608256,"SSES","Parnassius apollo geminus Stichel, 1899"
608257,"SSES","Parnassius apollo lioranus Fruhstorfer, 1921"
608258,"SSES","Parnassius apollo pyrenaicus Harcourt-Bath, 1896"
608259,"SSES","Parnassius phoebus gazeli Praviel, 1936"
608267,"SSES","Colias palaeno europomene Ochsenheimer, 1816"
608271,"SSES","Leptidea duponcheli duponcheli (Staudinger, 1871)"
608272,"ES","Leptidea juvernica Williams, 1946"
608277,"ES","Pieris bryoniae (Hübner, 1800)"
608279,"SSES","Lycaena alciphron alciphron (Rottemburg, 1775)"
608280,"SSES","Lycaena alciphron gordius (Sulzer, 1776)"
608281,"SSES","Lycaena helle arduinnae Meyer, 1980"
608282,"SSES","Lycaena helle arvernica Bernardi & Lesse, 1952"
608283,"SSES","Lycaena helle deslandesi Hemming, 1932"
608284,"SSES","Lycaena helle eneli Betti, 1977"
608285,"SSES","Lycaena helle leonia (Beuret, 1926)"
608286,"SSES","Lycaena helle magdalenae Guérin, 1959"
608287,"SSES","Lycaena helle perretei Weiss, 1977"
608288,"SSES","Lycaena hippothoe hippothoe (Linnaeus, 1761)"
608289,"SSES","Lycaena hippothoe eurydame (Hoffmannsegg, 1806)"
608290,"SSES","Lycaena tityrus tityrus (Poda, 1761)"
608291,"SSES","Lycaena tityrus subalpina (Ad. Speyer, 1851)"
608299,"GN","Cyaniris Dalman, 1816"
608300,"GN","Eumedonia Forster, 1938"
608307,"GN","Plebejus Kluk, 1780"
608315,"SSES","Polyommatus ripartii rippertii (Boisduval, 1832)"
608337,"SSES","Boloria graeca tendensis (Higgins, 1930)"
608354,"SSES","Euphydryas aurinia provincialis (Boisduval, 1828)"
608362,"ES","Melitaea celadussa Fruhstorfer, 1910"
608364,"ES","Aglais io (Linnaeus, 1758)"
608367,"ES","Nymphalis xanthomelas (Denis & Schiffermüller, 1775)"
608380,"SSES","Erebia rondoui rondoui Oberthür, 1908"
608381,"SSES","Erebia rondoui goya Fruhstorfer, 1909"
608382,"SSES","Erebia manto manto (Denis & Schiffermüller, 1775)"
608391,"SSES","Erebia ottomana tardenota Praviel, 1941"
608393,"SSES","Erebia pandrose gracilis Goltz, 1930"
608397,"SSES","Erebia sthennyo sthennyo Graslin, 1850"
608398,"SSES","Erebia sudetica liorana Lesse, 1947"
608399,"SSES","Erebia sudetica belledonnae Cupedo, 1996"
608405,"ES","Pyronia tithonus (Linnaeus, 1771)"
608410,"SSES","Arethusana arethusa ganda (Fruhstorfer, 1909)"
608423,"SBFM","Apaturinae Boisduval, 1840"
608428,"SBFM","Charaxinae Guenée, 1865"
608430,"SBFM","Coliadinae Swainson, 1827"
608432,"SBFM","Danainae Boisduval, 1833"
608434,"SBFM","Dismorphiinae Schatz, 1888"
608438,"SBFM","Heliconiinae Swainson, 1822"
608442,"SBFM","Libytheinae Boisduval, Rambur, Dumesnil & Graslin, 1833"
608443,"SBFM","Limenitidinae Butler, 1870"
608445,"SBFM","Lycaeninae Leach, 1815"
608451,"SBFM","Nymphalinae Rafinesque, 1815"
608454,"SBFM","Pierinae Swainson, 1820"
608456,"SBFM","Polyommatinae Swainson, 1827"
608461,"SBFM","Satyrinae Boisduval, 1833"
608462,"SBFM","Theclinae Butler, 1869"
609922,"TR","Aglaopini Alberti, 1954"
609923,"TR","Procridini Boisduval, 1828"
609932,"SBFM","Zygaeninae Latreille, 1809"
609933,"TR","Baorini Doherty, 1886"
609934,"TR","Hesperiini Latreille, 1809"
609936,"TR","Carcharodini Verity, 1940"
609937,"TR","Erynnini Brues & Melander, 1932"
609938,"TR","Pyrgini Burmeister, 1878"
609939,"SBFM","Papilioninae Latreille, 1802"
610322,"TR","Leptocircini Kirby, 1896"
610323,"TR","Papilionini Latreille, 1802"
610324,"TR","Parnassiini Duponchel, 1835"
610325,"TR","Pierini Swainson, 1820"
610326,"TR","Lycaenini Leach, 1815"
610327,"TR","Polyommatini Swainson, 1827"
610328,"TR","Zerynthiini Grote, 1899"
610329,"TR","Anthocharini Scudder, 1889"
610330,"TR","Eumaeini Doubleday, 1847"
610331,"TR","Theclini Butler, 1869"
610332,"TR","Tomarini Eliot, 1973"
610333,"TR","Danaini Boisduval, 1833"
610334,"TR","Nymphalini Rafinesque, 1815"
610335,"TR","Satyrini Boisduval, 1833"
610336,"TR","Argynnini Swainson, 1833"
610337,"TR","Limenitidini Butler, 1870"
610338,"TR","Neptini Newman, 1870"
610339,"TR","Melitaeini Newman, 1870"
610342,"GN","Agriades Hübner, 1819"
610362,"FM","Riodinidae Grote, 1895"
610365,"SBFM","Nemeobiinae Bates, 1868"
610405,"SSES","Parnassius apollo meridionalis Pagenstecher, 1909"
622002,"SBFM","Coeliadinae Evans, 1937"
622022,"ES","Papilio brevicauda Saunders, 1869"
622023,"ES","Papilio canadensis Rothschild & Jordan, 1906"
622024,"TR","Troidini Talbot, 1939"
622042,"ES","Parides vercingetorix (Oberthür, 1888)"
622102,"ES","Colias pelidne Boisduval & Le Conte, 1829"
622262,"ES","Celastrina ladon (Cramer, 1780)"
622446,"ES","Limenitis arthemis (Drury, 1773)"
622462,"TR","Junoniini Reuter, 1896"
626169,"ES","Phengaris nausithous (Bergsträsser, 1779)"
631131,"ES","Phengaris alcon (Denis & Schiffermüller, 1775)"
631133,"ES","Phengaris arion (Linnaeus, 1758)"
631135,"ES","Phengaris teleius (Bergsträsser, 1779)"
641451,"SSES","Pyrgus carthami carthami (Hübner, 1813)"
641663,"SBFM","Parnassiinae Duponchel, 1835"
641669,"SSES","Parnassius apollo lozerae Pagenstecher, 1909"
641703,"SSES","Parnassius apollo nivatus Fruhstorfer, 1906"
641941,"ES","Colias crocea (Geoffroy in Fourcroy, 1785)"
642066,"SSES","Leptidea juvernica jonvillei Mazel, 2000"
642189,"SSES","Pieris mannii andevaga Delahaye, 1910"
642565,"SSES","Muschampia proto aragonensis (Sagarra, 1924)"
643419,"GN","Jordanita Verity, 1946"
643541,"ES","Hypolimnas bolina (Linnaeus, 1758)"
643542,"ES","Vanessa itea (Fabricius, 1775)"
645299,"GN","Heteropsis Westwood, 1850"
645300,"ES","Heteropsis narcissus (Fabricius, 1798)"
645305,"ES","Neptis mayottensis Oberthür, 1890"
645308,"ES","Charaxes saperanus Poulton, 1926"
645309,"ES","Azanus sitalces (Mabille, 1899)"
645310,"SSES","Azanus sitalces mayotti d'Abrera, 1980"
645311,"GN","Tagiades Hübner, 1819"
645312,"ES","Tagiades insularis Mabille, 1876"
645313,"SSES","Tagiades insularis mayotta Evans, 1937"
645332,"ES","Papilio montrouzieri Boisduval, 1859"
646117,"SSES","Pseudophilotes baton praepanoptes (Verity, 1928)"
646206,"SSES","Apatura ilia ilia (Denis & Schiffermüller, 1775)"
646207,"SSES","Apatura ilia barcina Verity, 1927"
646236,"ES","Brenthis daphne (Denis & Schiffermüller, 1775)"
646303,"SSES","Euphydryas aurinia pyrenesdebilis (Verity, 1928)"
646325,"ES","Melitaea ornata Christoph, 1893"
646867,"SSES","Polygonia c-album c-album (Linnaeus, 1758)"
646957,"SSES","Coenonympha glycerion bertolis (Prunner, 1798)"
646966,"SSES","Coenonympha glycerion pseudoamyntas Sagarra, 1930"
647013,"SSES","Erebia arvernensis arvernensis Oberthür, 1908"
647019,"SSES","Erebia arvernensis aquitania Fruhstorfer, 1909"
647038,"ES","Erebia alberganus (Prunner, 1798)"
647083,"SSES","Erebia euryale adyte (Hübner, 1819)"
647087,"SSES","Erebia euryale isarica Heyne, 1895"
647110,"SSES","Erebia manto constans Eiffinger, 1907"
647125,"ES","Erebia meolans (Prunner, 1798)"
647132,"ES","Erebia montana (Prunner, 1798)"
647144,"ES","Erebia pluto (Prunner, 1798)"
647158,"ES","Erebia triarius (Prunner, 1798)"
647363,"ES","Oeneis glacialis (Moll, 1785)"
647725,"ES","Coenonympha gardetta (Prunner, 1798)"
647726,"SSES","Coenonympha gardetta gardetta (Prunner, 1798)"
647825,"GN","Battus Scopoli, 1777"
647826,"ES","Battus polydamas (Linnaeus, 1758)"
647827,"SSES","Battus polydamas neodamas (Lucas, 1852)"
647830,"GN","Appias Hübner, 1819"
647835,"GN","Proteides Hübner, 1819"
647836,"ES","Proteides mercurius (Fabricius, 1787)"
647837,"SSES","Proteides mercurius angasi (Godman & Salvin, 1884)"
647838,"GN","Epargyreus Hübner, 1819"
647839,"ES","Epargyreus zestos (Geyer, 1832)"
647840,"SSES","Epargyreus zestos zestos (Geyer, 1832)"
647841,"GN","Polygonus Hübner, 1825"
647850,"GN","Urbanus Hübner, 1807"
647851,"ES","Urbanus proteus (Linnaeus, 1758)"
647852,"SSES","Urbanus proteus domingo (Scudder, 1872)"
647855,"GN","Astraptes Hübner, 1819"
647860,"GN","Achlyodes Hübner, 1819"
647863,"GN","Ephyriades Hübner, 1819"
647864,"ES","Ephyriades arcas (Drury, 1773)"
647865,"SSES","Ephyriades arcas arcas (Drury, 1773)"
647871,"GN","Hylephila Billberg, 1820"
647872,"ES","Hylephila phyleus (Drury, 1773)"
647873,"SSES","Hylephila phyleus phyleus (Drury, 1773)"
647876,"GN","Calpodes Hübner, 1819"
647877,"ES","Calpodes ethlius (Stoll, 1782)"
647878,"GN","Panoquina Hemming, 1934"
647879,"ES","Panoquina panoquinoides (Skinner, 1891)"
647881,"ES","Panoquina lucas (Fabricius, 1793)"
647882,"SSES","Panoquina lucas woodruffi Watson, 1937"
647884,"GN","Nyctelius Hayward, 1948"
647885,"ES","Nyctelius nyctelius (Latreille, 1824)"
647886,"SSES","Nyctelius nyctelius agari (Dillon, 1947)"
647887,"GN","Ascia Scopoli, 1777"
647888,"ES","Ascia monuste (Linnaeus, 1764)"
647889,"SSES","Ascia monuste virginia (Godart, 1819)"
647890,"ES","Eurema daira (Godart, 1819)"
647891,"SSES","Eurema daira palmira (Poey, 1853)"
647898,"ES","Eurema elathea (Cramer, 1777)"
647899,"SSES","Eurema elathea elathea (Cramer, 1777)"
647900,"GN","Anteos Hübner, 1819"
647901,"ES","Anteos maerula (Fabricius, 1775)"
647902,"GN","Phoebis Hübner, 1819"
647903,"ES","Phoebis agarithe (Boisduval, 1836)"
647904,"SSES","Phoebis agarithe antillia F.M. Brown, 1929"
647905,"ES","Phoebis sennae (Linnaeus, 1758)"
647906,"SSES","Phoebis sennae marcellina (Cramer, 1777)"
647907,"GN","Rhabdodryas Godman & Salvin, 1889"
647908,"ES","Rhabdodryas trite (Linnaeus, 1758)"
647909,"SSES","Rhabdodryas trite watsoni (F.M. Brown, 1929)"
647910,"GN","Aphrissa Butler, 1873"
647911,"ES","Aphrissa statira (Cramer, 1777)"
647912,"SSES","Danaus plexippus megalippe (Hübner, 1826)"
647913,"GN","Anaea Hübner, 1819"
647915,"GN","Marpesia Hübner, 1818"
647917,"ES","Marpesia petreus (Cramer, 1776)"
647918,"GN","Historis Hübner, 1819"
647919,"ES","Historis odius (Fabricius, 1775)"
647922,"ES","Junonia genoveva (Cramer, 1780)"
647923,"ES","Junonia evarete (Cramer, 1779)"
647924,"GN","Anartia Hübner, 1819"
647925,"ES","Anartia jatrophae (Linnaeus, 1763)"
647926,"GN","Biblis Fabricius, 1807"
647927,"ES","Biblis hyperia (Cramer, 1779)"
647928,"GN","Dryas Hübner, 1807"
647932,"GN","Agraulis Boisduval & LeConte, 1835"
647933,"ES","Agraulis vanillae (Linnaeus, 1758)"
647936,"GN","Dione Hübner, 1819"
647937,"ES","Dione juno (Cramer, 1779)"
647938,"GN","Allosmaitia Clench, 1964"
647939,"ES","Allosmaitia piplea (Godman & Salvin, 1896)"
647940,"GN","Chlorostrymon Clench, 1961"
647941,"ES","Chlorostrymon simaethis (Drury, 1773)"
647942,"ES","Chlorostrymon lalitae Brévignon, 2000"
647943,"GN","Ministrymon Clench, 1961"
647944,"ES","Ministrymon azia (Hewitson, 1873)"
647945,"GN","Strymon Hübner, 1818"
647946,"ES","Strymon bubastus (Stoll, 1780)"
647947,"SSES","Strymon bubastus ponce (Comstock & Huntington, 1943)"
647948,"ES","Strymon rufofusca (Hewitson, 1877)"
647949,"ES","Strymon columella (Fabricius, 1793)"
647950,"ES","Strymon acis (Drury, 1773)"
647951,"GN","Electrostrymon Clench, 1961"
647952,"ES","Electrostrymon angerona (Godman & Salvin, 1896)"
647955,"ES","Leptotes cassius (Cramer, 1775)"
647957,"GN","Hemiargus Hübner, 1818"
647958,"ES","Hemiargus hanno (Stoll, 1790)"
647959,"SSES","Hemiargus hanno watsoni (Comstock & Huntington, 1943)"
647960,"GN","Cyclargus Nabokov, 1945"
647963,"ES","Polygonus leo (Gmelin, 1790)"
649729,"GN","Memphis Hübner, 1819"
650153,"SBFM","Miletinae Eliot, 1973"
650158,"TR","Spalgini Toxopeus, 1929"
650217,"TR","Eudamini Mabille, 1877"
650218,"TR","Tagiadini Mabille, 1878"
651397,"ES","Agriades optilete (Knoch, 1781)"
651399,"ES","Agriades orbitulus (Prunner, 1798)"
652083,"ES","Boloria eunomia (Esper, 1800)"
654789,"GN","Euptoieta Doubleday, 1848"
654790,"ES","Euptoieta claudia (Cramer, 1775)"
654792,"ES","Papilio demoleus Linnaeus, 1758"
654873,"SSES","Phoebis sennae sennae (Linnaeus, 1758)"
654874,"GN","Pyrisitia Butler, 1870"
654875,"ES","Pyrisitia lisa (Boisduval & Le Conte, 1830)"
654877,"SSES","Pyrisitia lisa euterpe (Ménétriès, 1832)"
658004,"SSES","Aricia morronensis ordesae Sagarra, 1930"
710529,"SSES","Erebia euryale antevortes Verity, 1927"
710531,"SSES","Carcharodus alceae corsicus Picard, 1948"
710533,"ES","Aglais ichnusa (Hübner, 1824)"
712121,"ES","Aricia nicias (Meigen, 1829)"
712943,"SSES","Marpesia petreus damicorum Brévignon, 2001"
712951,"GN","Hamadryas Hübner, 1806"
712953,"ES","Hamadryas amphichloe (Boisduval, 1870)"
712955,"SSES","Hamadryas amphichloe diasia (Fruhstorfer, 1916)"
712959,"SSES","Historis odius caloucaera Brévignon, 2003"
712961,"SSES","Anartia jatrophae intermedia Munroe, 1942"
712967,"SSES","Leptotes cassius cassioides (Boisduval, 1870)"
712969,"SSES","Leptotes cassius catilina (Fabricius, 1793)"
712989,"SSES","Phoebis agarithe pupillata Dillon, 1947"
712991,"SSES","Battus polydamas cebriones (Dalman, 1823)"
713123,"SSES","Carcharodus alceae alceae (Esper, 1780)"
713159,"GN","Phalanta Horsfield, 1829"
713160,"ES","Phalanta phalantha (Drury, 1773)"
713161,"SSES","Phalanta phalantha aethiopica (Rothschild & Jordan, 1903)"
713162,"SSES","Melanitis leda helena (Westwood, 1851)"
713168,"SSES","Coeliades forestan arbogastes (Guenée, 1862)"
713586,"SSES","Maniola jurtina janira (Linnaeus, 1758)"
713870,"SSES","Leptidea sinapis sinapis (Linnaeus, 1758)"
714179,"SSES","Zygaena purpuralis nubigena Lederer, 1853"
714314,"FM","Pieridae Swainson, 1820"
715067,"ES","Junonia oenone (Linnaeus, 1758)"
716499,"ES","Laeosopis roboris (Esper, 1793)"
716657,"ES","Papilio garleppi Staudinger, 1892"
721385,"SSES","Arethusana boabdil dentata (Staudinger, 1871)"
728257,"SSES","Battus polydamas polydamas (Linnaeus, 1758)"
728259,"SSES","Nyctelius nyctelius nyctelius (Latreille, 1824)"
728285,"SSES","Urbanus proteus proteus (Linnaeus, 1758)"
728286,"SSES","Panoquina lucas lucas (Fabricius, 1793)"
728293,"ES","Astraptes aulestis (Cramer, 1780)"
728303,"SSES","Proteides mercurius mercurius (Fabricius, 1787)"
728309,"GN","Colobura Billberg, 1820"
728310,"ES","Colobura dirce (Linnaeus, 1758)"
728312,"ES","Ministrymon zilda (Hewitson, 1873)"
728961,"SBFM","Riodininae Grote, 1895"
729060,"SBFM","Eudaminae Mabille, 1877"
730185,"TR","Mesosemiini Bates, 1859"
730204,"TR","Euselasiini Kirby, 1871"
730205,"TR","Nymphidiini Bates, 1859"
730236,"TR","Riodinini Grote, 1895"
730251,"TR","Helicopini Reuter, 1897"
730253,"TR","Symmachiini Bates, 1859"
730258,"TR","Pyrrhopygini Mabille, 1877"
730261,"TR","Celaenorrhinini Swinhoe, 1912"
730270,"TR","Achlyodini Burmeister, 1878"
745327,"GN","Janatella Higgins, 1981"
745328,"GN","Metamorpha Hübner, 1819"
745329,"GN","Napeocles Bates, 1864"
745330,"GN","Ortilia Higgins, 1981"
745331,"GN","Siproeta Hübner, 1823"
745332,"GN","Tegosa Higgins, 1981"
745333,"GN","Amphidecta Butler, 1867"
745335,"GN","Bia Hübner, 1819"
745336,"GN","Caeruleuptychia Forster, 1964"
745337,"GN","Cepheuptychia Forster, 1964"
745360,"GN","Chloreuptychia Forster, 1964"
745361,"GN","Cissia Doubleday, 1848"
745362,"GN","Cithaerias Hübner, 1819"
745363,"GN","Erichthodes Forster, 1964"
745364,"GN","Euptychia Hübner, 1818"
745365,"GN","Haetera Fabricius, 1807"
745366,"GN","Harjesia Forster, 1964"
745367,"GN","Magneuptychia Forster, 1964"
745387,"GN","Manataria Kirby, 1902"
745388,"GN","Megeuptychia Forster, 1964"
745389,"GN","Pareuptychia Forster, 1964"
745390,"GN","Paryphthimoides Forster, 1964"
745391,"GN","Pierella Westwood, 1851"
745392,"GN","Posttaygetis Forster, 1964"
745393,"GN","Pseudodebis Forster, 1964"
745419,"GN","Splendeuptychia Forster, 1964"
745420,"GN","Taygetis Hübner, 1819"
745422,"GN","Yphthimoides Forster, 1964"
745424,"GN","Mimoides Brown, 1991"
745438,"GN","Doxocopa Hübner, 1819"
745439,"GN","Brassolis Fabricius, 1807"
745440,"GN","Caligo Hübner, 1819"
745441,"GN","Caligopsis Seydel, 1924"
745442,"GN","Catoblepia Stichel, 1902"
745444,"GN","Dynastor Doubleday, 1849"
745445,"GN","Eryphanis Boisduval, 1870"
745446,"GN","Aponarope Casagrande, 1982"
745447,"GN","Narope Doubleday, 1849"
745448,"GN","Protesilaus Swainson, 1832"
745449,"GN","Protographium Munroe, 1961"
745465,"GN","Opsiphanes Doubleday, 1849"
745466,"GN","Selenophanes Staudinger, 1887"
745467,"GN","Agrias Doubleday, 1849"
745468,"GN","Archaeoprepona Fruhstorfer, 1915"
745469,"GN","Consul Hübner, 1806"
745470,"GN","Fountainea Rydon, 1971"
745471,"GN","Hypna Hübner, 1819"
745474,"GN","Dismorphia Hübner, 1816"
745475,"GN","Enantia Hübner, 1819"
745490,"GN","Prepona Boisduval, 1836"
745491,"GN","Siderone Hübner, 1823"
745492,"GN","Zaretis Hübner, 1819"
745493,"GN","Lycorea Doubleday, 1847"
745494,"GN","Dryadula Michener, 1942"
745495,"GN","Eueides Hübner, 1816"
745496,"GN","Moschoneura Butler, 1870"
745497,"GN","Patia Klots, 1933"
745498,"GN","Archonias Hübner, 1827"
745499,"GN","Ganyra Billberg, 1820"
745500,"GN","Glutophrissa Butler, 1887"
745501,"GN","Itaballia Kaye, 1904"
745502,"GN","Melete Swainson, 1831"
745503,"GN","Perrhybris Hübner, 1819"
745513,"GN","Heliconius Kluk, 1780"
745535,"GN","Neruda Turner, 1976"
745536,"GN","Philaethria Billberg, 1820"
745537,"GN","Aeria Hübner, 1816"
745538,"GN","Callithomia Bates, 1862"
745539,"GN","Ceratinia Hübner, 1816"
745540,"GN","Dircenna Doubleday, 1847"
745542,"GN","Forbestra Fox, 1967"
745543,"GN","Garsauritis D'Almeida, 1938"
745544,"GN","Godyris Boisduval, 1870"
745545,"GN","Hypoleria Godman & Salvin, 1879"
745546,"GN","Hyposcada Godman & Salvin, 1879"
745547,"GN","Hypothyris Hübner, 1821"
745566,"GN","Mechanitis Fabricius, 1807"
745567,"GN","Melinaea Hübner, 1816"
745568,"GN","Methona Doubleday, 1847"
745569,"GN","Napeogenes Bates, 1862"
745570,"GN","Oleria Hübner, 1816"
745584,"GN","Pseudoscada Godman & Salvin, 1879"
745585,"GN","Pteronymia Butler & Druce, 1872"
745586,"GN","Sais Hübner, 1816"
745587,"GN","Scada Kirby, 1871"
745588,"GN","Thyridia Hübner, 1816"
745589,"GN","Tithorea Doubleday, 1847"
745590,"GN","Adelpha Hübner, 1819"
745608,"GN","Asterope Hübner, 1819"
745609,"GN","Baeotus Hemming, 1939"
745610,"GN","Callicore Hübner, 1819"
745611,"GN","Catonephele Hübner, 1819"
745646,"GN","Diaethria Billberg, 1820"
745647,"GN","Dynamine Hübner, 1819"
745648,"GN","Ectima Doubleday, 1848"
745649,"GN","Eunica Hübner, 1819"
745670,"GN","Myscelia Doubleday, 1844"
745671,"GN","Nessaea Hübner, 1819"
745672,"GN","Panacea Godman & Salvin, 1883"
745673,"GN","Peria Kirby, 1871"
745674,"GN","Pyrrhogyra Hübner, 1819"
745675,"GN","Smyrna Hübner, 1823"
745686,"GN","Temenis Hübner, 1819"
745687,"GN","Tigridia Hübner, 1819"
745688,"GN","Vila Kirby, 1871"
745689,"GN","Antirrhea Hübner, 1822"
745690,"GN","Caerois Hübner, 1819"
745691,"GN","Morpho Fabricius, 1807"
745692,"GN","Eresia Boisduval, 1836"
745703,"ES","Papilio menatius (Hübner, 1819)"
745807,"ES","Papilio xanthopleura Godman & Salvin, 1868"
745966,"ES","Papilio zagreus Doubleday, 1847"
746062,"SSES","Papilio zagreus bedoci Le Cerf, 1925"
746092,"GN","Panaropsis J. Hall, 2002"
746093,"GN","Phaenochitonia Stichel, 1910"
746094,"GN","Pirascca J. Hall & Willmott, 1996"
746095,"GN","Symmachia Hübner, 1819"
746108,"GN","Helicopis Fabricius, 1807"
746109,"GN","Ourocnemis Baker, 1887"
746110,"GN","Sarota Westwood, 1851"
746111,"GN","Argyrogrammana Strand, 1932"
746112,"GN","Xenandra C. Felder & R. Felder, 1865"
746113,"GN","Methone Doubleday, 1847"
746122,"GN","Callistium Stichel, 1911"
746123,"GN","Calydna Doubleday, 1847"
746125,"GN","Alesa Doubleday, 1847"
746126,"GN","Eurybia [Illiger], 1807"
746147,"GN","Echenais Hübner, 1819"
746148,"GN","Emesis Fabricius, 1807"
746149,"GN","Pachythone Bates, 1868"
746150,"GN","Roeberella Strand, 1932"
746151,"GN","Cremna Doubleday, 1847"
746152,"GN","Eunogyra Westwood, 1851"
746153,"GN","Hyphilaria Hübner, 1819"
746154,"GN","Ithomiola C. Felder & R. Felder, 1865"
746172,"GN","Leucochimona Stichel, 1909"
746173,"GN","Mesophthalma Westwood, 1851"
746174,"GN","Mesosemia Hübner, 1819"
746176,"GN","Arawacus Kaye, 1904"
746177,"GN","Exorbaetta Johnson, Austin, Le Crom & Salazar, 1997"
746178,"GN","Gargina Robbins, 2004"
746179,"GN","Hypostrymon Clench, 1961"
746180,"GN","Iaspis Kaye, 1904"
746181,"GN","Ignata Johnson, 1992"
746182,"GN","Ipidecla Dyar, 1916"
746183,"GN","Janthecla Robbins & Venables, 1991"
746184,"GN","Kisutam Johnson & Kroenlein, 1993"
746185,"GN","Kolana Robbins, 2004"
746186,"GN","Lamasina Robbins, 2002"
746187,"GN","Lamprospilus Geyer, 1832"
